date,source,destination,distance_km,congestion_index,time_of_day,weather,day_of_week,festival,actual_travel_time_min,road_type
11-03-2024,Airoli,Malad,16.85,0.84,21:42,Cloudy,Monday,Ramadan Evenings,61.2,urban
12-05-2024,Belapur,Fort,25.89,0.52,02:08,Rain,Sunday,,39.6,freeway
07-09-2024,Colaba,Dombivli,50.45,0.84,14:22,Clear,Saturday,Ganesh Chaturthi,158.9,urban
25-12-2023,Matunga,Colaba,18.6,1,00:26,Clear,Monday,Christmas/NewYear,279,congested
25-12-2024,Eastern Freeway Start,Dadar,10.73,0.93,21:55,Clear,Wednesday,,78.3,congested
15-08-2024,Powai,Bandra Kurla Complex,12.73,1,19:09,Rain,Thursday,Independence Day,151.2,congested
25-03-2024,Kalyan,Airoli,23.19,0.8,01:05,Rain,Monday,Holi,93.7,urban
03-07-2023,Goregaon,Kalyan,36.94,0.85,04:01,Heavy Rain,Monday,,127,freeway
24-01-2022,Thane,Ghatkopar,25.71,0.38,14:52,Cloudy,Monday,,29.8,freeway
21-07-2024,Lalbaug,Panvel,35.43,0.91,19:24,Heavy Rain,Sunday,,315.7,urban
19-01-2024,Bhandup,Fort,32.85,0.98,23:33,Fog,Friday,,305.3,congested
18-02-2024,Bandra Kurla Complex,Juhu,8,0.95,04:35,Cloudy,Sunday,,57,congested
15-08-2022,Fort,Airoli,38.26,0.83,06:02,Rain,Monday,Independence Day,188.2,urban
27-02-2024,Powai,Malad,10.23,0.94,18:18,Clear,Tuesday,,93.4,congested
17-02-2022,Western Express Highway,Goregaon,13.65,0.82,19:54,Clear,Thursday,,55.6,urban
25-12-2022,Kalyan,Mulund,25.5,0.36,05:35,Heavy Rain,Sunday,Christmas/NewYear,32.2,freeway
02-09-2022,Fort,Panvel,43.36,0.64,02:02,Rain,Friday,,117.6,freeway
23-11-2024,Matunga,Sion,3.15,0.87,08:08,Clear,Saturday,,11.4,urban
10-10-2023,Goregaon,Chembur,16.44,0.47,09:36,Clear,Tuesday,,22.8,freeway
06-10-2024,Nerul,Mulund,20.21,0.8,23:36,Clear,Sunday,,62.9,urban
22-03-2023,Airoli,Chembur,23.48,0.95,20:19,Heavy Rain,Wednesday,Gudi Padwa,121.8,urban
23-03-2023,Kalyan,Juhu,39.85,0.93,01:13,Clear,Thursday,Ramadan Evenings,299.9,congested
01-11-2024,Thane,Powai,15.63,0.9,17:11,Clear,Friday,Diwali,75.3,urban
17-07-2022,Powai,Ghatkopar,6.6,0.85,13:46,Rain,Sunday,,24.6,urban
11-03-2024,Borivali,Worli,37.41,0.93,20:08,Rain,Monday,Ramadan Evenings,207.6,urban
24-02-2024,Dadar,Vashi,20.74,0.78,19:36,Cloudy,Saturday,,80.1,urban
29-07-2022,Nerul,CST,25.21,0.42,14:24,Rain,Friday,,32,freeway
06-08-2023,Goregaon,Dadar,19.49,0.79,02:40,Rain,Sunday,,76.7,urban
18-08-2024,Nerul,Goregaon,33.76,0.43,21:09,Rain,Sunday,,41.9,freeway
06-11-2024,Lalbaug,Airoli,39.2,0.3,15:28,Clear,Wednesday,,37.8,freeway
04-09-2023,Airoli,Bandra Kurla Complex,28.22,1,16:25,Rain,Monday,,320.2,congested
05-02-2024,Malad,CST,33.01,0.44,02:42,Cloudy,Monday,,44.9,freeway
21-04-2023,Colaba,Borivali,54.56,0.88,05:24,Cloudy,Friday,Eid,492.7,congested
06-07-2022,Fort,Western Express Highway,21.02,0.82,11:42,Rain,Wednesday,,93.1,urban
26-10-2022,Malad,Fort,36.52,0.72,03:46,Cloudy,Wednesday,Navratri,114.1,urban
26-10-2022,Eastern Freeway Start,Byculla,11.58,0.8,00:52,Clear,Wednesday,Navratri,36.1,urban
30-11-2022,Dombivli,Matunga,34.57,0.86,16:11,Clear,Wednesday,,246.4,congested
04-09-2022,Mulund,Vashi,16.15,0.76,02:00,Rain,Sunday,,55.6,urban
10-04-2023,Bandra,Juhu,6.38,0.32,23:02,Clear,Monday,,7.1,freeway
15-02-2023,Dadar,Fort,12.77,0.78,06:30,Cloudy,Wednesday,,41.2,urban
15-08-2023,Kalyan,Belapur,36.78,0.75,00:25,Cloudy,Tuesday,Independence Day,114.3,urban
31-08-2022,Borivali,Dadar,31.96,0.95,18:07,Heavy Rain,Wednesday,Ganesh Chaturthi,479.4,congested
30-06-2024,Western Express Highway,Powai,10.02,0.91,08:16,Heavy Rain,Sunday,,124.8,urban
15-10-2023,Bandra Kurla Complex,Thane,28.84,0.57,23:51,Clear,Sunday,Navratri,48.9,freeway
29-09-2022,Bandra,Vashi,19.63,0.9,05:02,Rain,Thursday,,95.3,urban
17-07-2024,Borivali,Kurla,22.61,0.98,02:04,Rain,Wednesday,,219.7,congested
02-06-2022,Dombivli,Worli,35.48,0.39,01:43,Rain,Thursday,,40.1,freeway
18-03-2023,Thane,Nerul,25.42,0.8,09:41,Clear,Saturday,,120.6,urban
30-12-2024,Worli,Powai,23.54,0.89,03:54,Clear,Monday,,219.7,congested
15-08-2022,Crawford Market,Vashi,27.53,1,00:00,Heavy Rain,Monday,Independence Day,192.7,urban
11-04-2024,Eastern Freeway Start,Kurla,4.27,0.96,22:47,Cloudy,Thursday,Gudi Padwa,32.3,congested
10-05-2023,Marine Lines,Crawford Market,4.36,0.25,02:48,Clear,Wednesday,,4.5,freeway
02-11-2024,Chembur,Mulund,16.4,0.75,12:53,Clear,Saturday,,46.6,urban
17-05-2023,Girgaon,Borivali,45.64,0.56,15:07,Rain,Wednesday,,66.8,freeway
25-08-2024,Thane,Dombivli,22.83,0.76,21:32,Clear,Sunday,,65.1,urban
28-04-2023,Girgaon,Vashi,27.15,0.86,17:37,Clear,Friday,,106.9,urban
11-11-2023,Malad,Bandra Kurla Complex,17.45,0.79,16:03,Rain,Saturday,,71.6,urban
22-01-2022,Lalbaug,Matunga,5.49,0.91,23:37,Fog,Saturday,,56.9,congested
08-03-2023,Lalbaug,Mohammad Ali Road,4.67,0.35,13:16,Clear,Wednesday,Holi,5.3,freeway
07-07-2022,Belapur,Vashi,6.57,0.78,16:09,Clear,Thursday,,21.2,urban
04-12-2023,Vashi,Marine Lines,30.98,0.94,15:27,Clear,Monday,,269.6,congested
16-11-2024,Lalbaug,CST,7.85,1,01:02,Rain,Saturday,,82.2,congested
09-01-2024,Bandra,Bandra Kurla Complex,0.5,0.87,11:39,Cloudy,Tuesday,,3.7,congested
19-07-2022,Bandra Kurla Complex,Airoli,29.89,0.87,10:54,Rain,Tuesday,,127.4,freeway
31-08-2022,Worli,Girgaon,6.39,0.97,18:58,Rain,Wednesday,Ganesh Chaturthi,95.8,congested
25-12-2022,Sion,Powai,12.82,1,14:11,Heavy Rain,Sunday,Christmas/NewYear,156.3,congested
10-11-2024,Belapur,Andheri,31.75,0.75,13:34,Cloudy,Sunday,,89,urban
12-07-2023,Crawford Market,CST,3.48,0.98,07:30,Cloudy,Wednesday,,35.9,congested
26-08-2024,Lalbaug,Girgaon,7.07,0.81,12:38,Clear,Monday,Janmashtami,22.2,urban
25-08-2023,Western Express Highway,Vashi,25.83,0.92,20:00,Rain,Friday,,369.9,congested
05-04-2023,Vashi,Bandra Kurla Complex,22.38,0.83,20:35,Clear,Wednesday,,85.7,urban
19-11-2023,Ghatkopar,Colaba,27.33,0.98,19:39,Clear,Sunday,,323.3,congested
10-04-2024,Lalbaug,Bandra Kurla Complex,9.9,1,11:46,Heavy Rain,Wednesday,Eid,59.3,urban
12-12-2023,Kurla,Sion,5.35,0.89,13:55,Clear,Tuesday,,39.1,congested
12-06-2024,Goregaon,Worli,27.2,0.45,16:07,Cloudy,Wednesday,,55.2,freeway
18-05-2023,Chembur,Marine Lines,19.79,0.98,05:30,Cloudy,Thursday,,164.8,congested
27-05-2023,Dombivli,Byculla,36.55,0.95,15:15,Clear,Saturday,,273.1,congested
08-02-2024,Bhandup,Bandra Kurla Complex,22.25,0.45,19:04,Cloudy,Thursday,,30.5,freeway
26-08-2024,Borivali,Bandra Kurla Complex,29.62,0.59,01:02,Rain,Monday,Janmashtami,49.6,freeway
26-02-2024,Girgaon,Thane,47.68,0.51,09:18,Clear,Monday,,70.2,freeway
02-06-2022,Thane,Kalyan,24.5,0.82,11:25,Rain,Thursday,,100.8,urban
14-09-2023,Juhu,Thane,26.61,0.54,20:35,Cloudy,Thursday,,54.4,freeway
25-12-2023,Borivali,Kurla,22.36,1,05:32,Storm,Monday,Christmas/NewYear,317.8,congested
08-03-2023,Girgaon,Goregaon,28.18,0.34,06:31,Clear,Wednesday,Holi,30.7,freeway
15-02-2023,Bandra Kurla Complex,Marine Lines,14.97,0.86,23:18,Rain,Wednesday,,51.8,urban
08-09-2022,Goregaon,Sion,15.68,0.87,15:34,Rain,Thursday,,67.2,urban
16-11-2022,Mohammad Ali Road,Fort,4.2,0.91,09:50,Cloudy,Wednesday,,18.8,urban
10-07-2022,CST,Nerul,33.18,1,18:54,Rain,Sunday,,494.3,congested
23-01-2023,Borivali,Girgaon,37.32,0.53,12:59,Rain,Monday,,59,freeway
13-08-2022,CST,Malad,38.48,0.91,07:19,Cloudy,Saturday,,382.1,congested
04-10-2023,Chembur,Dombivli,24.85,0.94,09:36,Rain,Wednesday,,145.4,urban
06-04-2022,Goregaon,Thane,23.54,0.8,06:31,Rain,Wednesday,,104.8,urban
20-03-2024,Mohammad Ali Road,Marine Lines,1.9,0.71,11:26,Clear,Wednesday,,5.5,urban
08-09-2022,Panvel,Sion,30.91,0.88,00:26,Clear,Thursday,,229.1,congested
02-05-2022,Goregaon,Juhu,8.37,0.88,06:49,Clear,Monday,Eid,34.6,urban
12-01-2023,Girgaon,Crawford Market,3.45,1,07:06,Rain,Thursday,,22.2,urban
22-03-2022,Girgaon,Dombivli,40.98,0.87,19:27,Rain,Tuesday,,225.9,urban
15-09-2023,Girgaon,Eastern Freeway Start,22.29,0.37,06:39,Clear,Friday,,25,freeway
14-12-2023,Girgaon,Panvel,47.66,0.88,04:28,Rain,Thursday,,213.4,urban
15-01-2023,Vashi,Chembur,15.25,0.8,07:21,Clear,Sunday,,65.1,urban
30-10-2023,Western Express Highway,Fort,22.93,0.98,08:15,Clear,Monday,,325.9,congested
14-08-2022,Nerul,Bandra,24.44,0.96,02:58,Cloudy,Sunday,,205.9,congested
05-09-2023,Matunga,Airoli,25.2,0.34,12:15,Cloudy,Tuesday,,26.8,freeway
02-02-2024,Dombivli,Byculla,33.64,0.76,03:54,Clear,Friday,,101.1,urban
19-09-2023,CST,Lalbaug,8.4,0.91,04:55,Heavy Rain,Tuesday,Ganesh Chaturthi,70.4,urban
27-07-2022,Fort,Powai,26.08,0.81,10:41,Cloudy,Wednesday,,119.2,urban
04-12-2024,Western Express Highway,Bandra Kurla Complex,3.18,0.81,22:50,Clear,Wednesday,,8.9,urban
24-04-2022,Sion,Chembur,5.7,0.77,13:23,Rain,Sunday,,22.7,urban
10-06-2024,Thane,Western Express Highway,31.2,0.93,05:16,Rain,Monday,,339.5,congested
10-04-2024,Bhandup,Chembur,12.13,1,08:07,Cloudy,Wednesday,Eid,172.3,congested
18-03-2023,Kurla,Matunga,8.64,0.77,04:44,Clear,Saturday,,28.3,urban
27-08-2024,Bhandup,Bandra Kurla Complex,21.07,0.96,14:24,Heavy Rain,Tuesday,,316.1,congested
11-05-2022,Nerul,CST,26.03,0.42,16:41,Rain,Wednesday,,35.6,freeway
21-12-2022,Matunga,Mohammad Ali Road,11.23,0.88,14:58,Fog,Wednesday,,97.7,congested
19-09-2023,Bhandup,Byculla,29.89,0.56,21:58,Rain,Tuesday,Ganesh Chaturthi,50,freeway
15-10-2023,Worli,Crawford Market,6.31,0.4,18:56,Clear,Sunday,Navratri,8.2,freeway
08-04-2023,Kurla,Kalyan,38.52,0.88,16:52,Clear,Saturday,,281.2,congested
13-01-2022,Borivali,Lalbaug,35.98,0.53,14:35,Clear,Thursday,,84.2,freeway
03-10-2024,CST,Fort,1.13,0.72,14:46,Clear,Thursday,Navratri,3.3,urban
24-12-2024,CST,Fort,0.87,1,12:14,Clear,Tuesday,,4.8,urban
24-03-2024,Kurla,Bandra,4.67,0.78,14:44,Cloudy,Sunday,,14.8,urban
19-09-2023,Eastern Freeway Start,Belapur,18.03,0.87,11:44,Heavy Rain,Tuesday,Ganesh Chaturthi,78.2,urban
21-04-2023,Eastern Freeway Start,Panvel,30.05,0.96,03:14,Cloudy,Friday,Eid,234.4,congested
15-03-2023,Girgaon,Vashi,31.59,0.54,20:38,Cloudy,Wednesday,,49.7,freeway
03-09-2022,Kurla,Byculla,10.62,0.77,23:44,Cloudy,Saturday,,32,urban
16-09-2024,Colaba,CST,6.38,0.6,18:18,Rain,Monday,,11.6,freeway
24-10-2022,Fort,Colaba,4.81,0.91,06:04,Heavy Rain,Monday,Diwali,22.5,urban
11-07-2022,CST,Crawford Market,3.83,0.81,13:06,Rain,Monday,,17.5,urban
12-07-2023,Dombivli,Thane,24.49,0.71,09:11,Rain,Wednesday,,52.1,freeway
09-12-2024,Marine Lines,CST,3.32,0.98,07:28,Fog,Monday,,39.4,congested
15-03-2024,CST,Goregaon,32.44,0.86,10:16,Clear,Friday,,153.1,urban
19-12-2022,Malad,Kurla,16.67,0.91,15:37,Fog,Monday,,191.7,congested
07-01-2022,Mulund,Chembur,18.61,0.81,11:04,Clear,Friday,,61,urban
19-09-2023,Matunga,Andheri,13.89,0.96,07:53,Heavy Rain,Tuesday,Ganesh Chaturthi,169.3,urban
15-08-2024,Andheri,Byculla,17.55,0.93,14:21,Rain,Thursday,Independence Day,151.3,congested
26-09-2024,Mulund,Bhandup,3.57,0.96,19:48,Heavy Rain,Thursday,,53.5,congested
14-10-2024,Colaba,Marine Lines,5.47,0.89,10:16,Clear,Monday,,24.6,urban
25-12-2022,Byculla,Airoli,36.57,0.76,06:38,Cloudy,Sunday,Christmas/NewYear,118.6,urban
15-08-2022,Powai,Marine Lines,31.55,0.92,10:58,Rain,Monday,Independence Day,178.8,urban
25-12-2022,Kurla,Belapur,24.38,0.87,09:26,Storm,Sunday,Christmas/NewYear,144.5,urban
19-09-2023,Bhandup,Eastern Freeway Start,13.63,0.91,14:33,Storm,Tuesday,Ganesh Chaturthi,68.2,urban
03-04-2022,Mulund,Kalyan,24.95,0.93,03:49,Clear,Sunday,Ramadan Evenings,206.8,congested
31-08-2022,Lalbaug,Malad,29.15,0.96,17:23,Heavy Rain,Wednesday,Ganesh Chaturthi,236.9,freeway
25-12-2024,Airoli,Vashi,10.8,1,08:29,Heavy Rain,Wednesday,Christmas/NewYear,158.4,congested
15-09-2023,Crawford Market,Fort,4.29,0.91,03:28,Rain,Friday,,41.6,congested
18-08-2022,Byculla,Andheri,16.46,0.8,03:02,Rain,Thursday,Janmashtami,56.4,urban
10-04-2023,CST,Ghatkopar,21.57,0.92,22:51,Rain,Monday,,103.2,urban
21-08-2023,Andheri,Thane,20.84,0.77,12:42,Clear,Monday,,75.7,urban
16-02-2023,Mohammad Ali Road,Western Express Highway,19.8,0.77,01:27,Clear,Thursday,,55.3,urban
01-02-2023,Bandra Kurla Complex,Malad,17.7,0.9,10:15,Clear,Wednesday,,197.3,congested
03-04-2022,Byculla,Bandra Kurla Complex,8.77,0.89,01:50,Clear,Sunday,Ramadan Evenings,62.7,congested
12-11-2023,Juhu,Bhandup,20.71,0.94,01:00,Storm,Sunday,Diwali,75.7,urban
03-10-2024,Borivali,Worli,35.83,0.67,09:54,Cloudy,Thursday,Navratri,73.9,freeway
02-05-2022,Fort,Mulund,40.69,0.53,19:52,Clear,Monday,Eid,63.1,freeway
11-02-2022,Western Express Highway,Sion,7.8,0.93,18:03,Fog,Friday,,102.2,congested
25-12-2024,Panvel,Juhu,48.67,0.25,05:40,Clear,Wednesday,Christmas/NewYear,46.3,freeway
03-04-2022,Colaba,Airoli,41.55,0.22,02:30,Clear,Sunday,Ramadan Evenings,39.7,freeway
14-10-2023,Vashi,Sion,20.48,0.9,10:41,Clear,Saturday,,107.4,urban
20-10-2022,Chembur,Vashi,15.71,0.97,23:53,Clear,Thursday,,128.8,congested
25-12-2024,Bhandup,Mulund,4.45,0.91,18:33,Cloudy,Wednesday,Christmas/NewYear,40.4,congested
10-10-2024,Mulund,Byculla,32.32,0.55,20:52,Clear,Thursday,,47.8,freeway
25-08-2024,Byculla,Malad,22.5,0.88,18:03,Rain,Sunday,,129.2,urban
21-11-2024,Kalyan,Panvel,37.47,0.35,06:16,Cloudy,Thursday,,39.5,freeway
22-03-2023,Ghatkopar,Bhandup,10.95,0.86,20:35,Clear,Wednesday,Gudi Padwa,45.7,urban
21-04-2023,Colaba,Panvel,43.08,0.38,04:29,Cloudy,Friday,Eid,48.8,freeway
18-06-2022,Crawford Market,Andheri,23.69,0.84,08:08,Cloudy,Saturday,,108.8,urban
13-02-2022,Kurla,Fort,19.32,0.5,09:19,Fog,Sunday,,30.6,freeway
24-05-2022,Malad,Belapur,28.19,0.4,20:49,Cloudy,Tuesday,,37.1,freeway
03-12-2023,Fort,Thane,44.49,0.26,16:32,Cloudy,Sunday,,47.8,freeway
15-08-2023,Bandra,Goregaon,12.73,0.84,23:26,Cloudy,Tuesday,Independence Day,39.8,urban
30-10-2024,Sion,Thane,34.34,0.57,07:06,Clear,Wednesday,,53.1,freeway
09-12-2022,Thane,Mohammad Ali Road,49.46,0.49,04:05,Rain,Friday,,70,freeway
05-11-2023,Worli,Lalbaug,3.43,0.25,00:53,Clear,Sunday,,3.3,freeway
01-01-2023,Bandra Kurla Complex,Worli,9.03,0.86,06:05,Fog,Sunday,,40,urban
09-07-2023,Belapur,Eastern Freeway Start,14.92,0.82,15:13,Rain,Sunday,,56.9,urban
01-11-2024,Marine Lines,Dombivli,42.3,0.9,13:26,Clear,Friday,Diwali,327.2,congested
02-01-2023,Mulund,Byculla,32.31,0.44,00:40,Clear,Monday,,41,freeway
08-04-2024,Lalbaug,Dadar,4.23,0.95,23:18,Cloudy,Monday,,34.8,congested
17-01-2022,Thane,Worli,46.44,0.81,14:43,Rain,Monday,,195.1,urban
19-09-2023,Matunga,Chembur,10.51,0.91,19:39,Rain,Tuesday,Ganesh Chaturthi,154.6,congested
18-03-2022,Byculla,Belapur,24.19,0.79,15:09,Clear,Friday,Holi,77.9,urban
09-07-2022,Chembur,Eastern Freeway Start,0.5,0.94,20:37,Cloudy,Saturday,,5.6,congested
27-02-2023,Kurla,Colaba,21.82,0.38,14:28,Clear,Monday,,23.4,freeway
19-04-2022,Eastern Freeway Start,Malad,20.86,0.56,17:38,Cloudy,Tuesday,,36.8,freeway
17-01-2022,Malad,Belapur,31.38,0.53,05:12,Fog,Monday,,43.2,freeway
02-05-2024,Goregaon,Sion,20.14,0.91,14:22,Cloudy,Thursday,,156,congested
25-12-2022,Fort,Matunga,12.01,0.94,06:20,Storm,Sunday,Christmas/NewYear,48.9,urban
17-02-2022,Sion,Colaba,17.4,0.85,19:21,Clear,Thursday,,65.6,urban
03-05-2022,Eastern Freeway Start,Worli,18.25,0.97,16:48,Rain,Tuesday,,152.9,congested
06-02-2023,Dombivli,Malad,33.75,0.98,01:49,Rain,Monday,,439.3,congested
05-10-2023,Byculla,Western Express Highway,13.61,0.88,16:21,Clear,Thursday,,109.8,congested
14-11-2023,Mulund,Western Express Highway,19.99,0.97,02:57,Clear,Tuesday,,154.7,congested
06-11-2022,Crawford Market,Andheri,20.71,0.94,10:12,Clear,Sunday,,238.7,congested
02-12-2024,Bandra Kurla Complex,Western Express Highway,2.89,0.81,20:06,Cloudy,Monday,,13.6,urban
27-05-2024,Kurla,Marine Lines,19.01,0.76,15:25,Clear,Monday,,56.4,urban
02-04-2022,Nerul,Panvel,16.99,0.75,21:23,Clear,Saturday,Gudi Padwa,47.7,urban
31-07-2024,Borivali,Vashi,30.93,0.95,01:49,Heavy Rain,Wednesday,,242.9,urban
23-03-2023,Mohammad Ali Road,Airoli,44.15,0.93,22:11,Cloudy,Thursday,Ramadan Evenings,295.5,urban
24-09-2024,Goregaon,Bhandup,17.4,0.85,15:32,Rain,Tuesday,,66.2,urban
15-07-2024,Mohammad Ali Road,CST,3.69,0.65,06:58,Rain,Monday,,6.8,freeway
05-12-2023,Lalbaug,Bandra Kurla Complex,10.64,1,08:08,Clear,Tuesday,,100.5,congested
30-04-2023,Mohammad Ali Road,Lalbaug,5.37,0.99,16:55,Rain,Sunday,,49.8,congested
09-09-2023,Vashi,Ghatkopar,11.83,0.97,08:49,Heavy Rain,Saturday,,145.2,urban
02-09-2023,Juhu,Airoli,22.8,0.54,23:04,Heavy Rain,Saturday,,38.2,freeway
24-10-2022,Fort,Dadar,12.35,0.97,02:32,Clear,Monday,Diwali,169.6,congested
02-05-2022,Kalyan,Western Express Highway,44.16,0.8,21:11,Clear,Monday,Eid,175.3,urban
08-03-2023,Airoli,Eastern Freeway Start,20.78,0.81,10:27,Clear,Wednesday,Holi,83.8,urban
06-10-2024,Lalbaug,Byculla,0.92,0.34,23:54,Clear,Sunday,,1,freeway
15-06-2022,Fort,Bandra Kurla Complex,16.12,1,09:57,Clear,Wednesday,,133.7,urban
16-01-2023,CST,Vashi,26.05,0.33,05:26,Clear,Monday,,29.5,freeway
22-03-2023,CST,Mulund,39.58,0.64,07:08,Clear,Wednesday,Gudi Padwa,70.3,freeway
22-09-2023,Worli,Bandra Kurla Complex,10.92,0.95,04:08,Heavy Rain,Friday,,163.8,congested
15-11-2022,Mohammad Ali Road,Airoli,34.43,0.34,15:32,Clear,Tuesday,,37,freeway
27-04-2023,Bandra Kurla Complex,Girgaon,13.49,0.89,09:48,Clear,Thursday,,62.4,urban
11-02-2022,Marine Lines,Goregaon,28.54,0.3,22:08,Clear,Friday,,30.3,freeway
02-04-2022,Kalyan,Crawford Market,60.19,0.7,07:46,Clear,Saturday,Gudi Padwa,130.5,freeway
22-04-2024,Borivali,Bandra Kurla Complex,21.94,0.4,01:23,Clear,Monday,,27.4,freeway
15-04-2024,Crawford Market,Thane,44.96,0.52,00:21,Rain,Monday,,68.3,freeway
11-06-2024,Kalyan,Mohammad Ali Road,60.42,0.93,17:31,Rain,Tuesday,,906.3,congested
21-08-2022,Fort,Dombivli,39.58,0.46,06:35,Rain,Sunday,,52.7,freeway
24-03-2024,Borivali,CST,40.59,0.27,15:33,Cloudy,Sunday,,40.8,freeway
23-03-2023,Byculla,Fort,8.96,0.82,01:07,Cloudy,Thursday,Ramadan Evenings,29,urban
10-03-2022,Belapur,Kalyan,30.21,0.96,04:42,Cloudy,Thursday,,216.8,congested
24-01-2022,Bhandup,Airoli,6.57,0.9,10:54,Clear,Monday,,28.1,urban
18-04-2023,Western Express Highway,Marine Lines,19.11,0.96,17:28,Clear,Tuesday,,196.2,congested
25-12-2022,Dombivli,Airoli,18.22,0.83,18:28,Cloudy,Sunday,Christmas/NewYear,79,urban
31-12-2023,Dombivli,Nerul,13.65,0.87,05:26,Rain,Sunday,,65,urban
14-01-2024,Lalbaug,Marine Lines,7.15,0.86,16:00,Rain,Sunday,,33.1,urban
23-03-2023,Juhu,Bandra Kurla Complex,7.88,1,18:39,Heavy Rain,Thursday,Ramadan Evenings,47.8,urban
10-04-2024,Bandra Kurla Complex,Kalyan,43.42,0.88,08:48,Cloudy,Wednesday,Eid,258.4,urban
14-06-2023,Malad,Western Express Highway,13.84,1,05:35,Heavy Rain,Wednesday,,253.6,urban
31-10-2024,Bandra,Thane,35.18,0.73,04:19,Clear,Thursday,,109.8,urban
06-09-2023,Andheri,Vashi,20.21,0.82,04:02,Rain,Wednesday,Janmashtami,74.2,urban
14-06-2024,Borivali,Bandra,25.16,0.81,11:33,Rain,Friday,,90.8,urban
08-03-2024,Colaba,Ghatkopar,27.56,0.91,11:49,Rain,Friday,,131.9,urban
15-02-2024,Bandra Kurla Complex,Kalyan,47.53,0.94,01:56,Cloudy,Thursday,,398.2,congested
03-09-2023,Nerul,Goregaon,35.03,0.97,02:31,Heavy Rain,Sunday,,525.5,congested
26-10-2022,Bhandup,Andheri,17.88,0.83,10:36,Cloudy,Wednesday,Navratri,77.2,urban
08-08-2023,CST,Crawford Market,3.33,0.79,15:17,Cloudy,Tuesday,,9.4,urban
12-11-2023,Marine Lines,Sion,17.24,0.76,00:31,Clear,Sunday,Diwali,56.8,urban
18-09-2022,Goregaon,Mohammad Ali Road,27.23,0.83,14:07,Clear,Sunday,,88.9,urban
14-02-2022,Sion,Andheri,11.27,0.88,05:04,Clear,Monday,,100.1,congested
25-12-2022,Juhu,Panvel,47.9,0.87,02:55,Cloudy,Sunday,Christmas/NewYear,351,congested
07-11-2022,Bandra,Panvel,43.86,0.62,20:27,Rain,Monday,,88,freeway
28-11-2022,CST,Goregaon,34.66,0.53,10:42,Clear,Monday,,48.1,freeway
26-10-2022,Vashi,Fort,34.74,0.93,05:56,Clear,Wednesday,Navratri,280.9,congested
22-08-2023,Fort,Kalyan,69.97,0.45,04:29,Rain,Tuesday,,83.5,freeway
18-08-2022,Mohammad Ali Road,Juhu,19.94,0.86,07:12,Cloudy,Thursday,Janmashtami,76,urban
13-06-2024,Juhu,Bandra Kurla Complex,6.15,0.93,10:26,Rain,Thursday,,30.7,urban
08-03-2023,Mohammad Ali Road,Vashi,26.13,0.95,09:06,Heavy Rain,Wednesday,Holi,274,congested
15-10-2023,Sion,Byculla,7.38,0.79,17:51,Clear,Sunday,Navratri,26.9,urban
22-03-2023,Panvel,Girgaon,37.89,0.85,12:52,Storm,Wednesday,Gudi Padwa,127.5,urban
19-03-2022,Chembur,Goregaon,18.54,0.78,09:06,Cloudy,Saturday,,76.3,urban
06-04-2023,Bandra,Dombivli,36.95,0.83,19:57,Cloudy,Thursday,,124.7,urban
22-07-2024,CST,Mohammad Ali Road,2.91,0.29,05:06,Clear,Monday,,3.1,freeway
20-02-2023,Worli,Panvel,45.37,0.48,13:32,Rain,Monday,,58.5,freeway
29-10-2023,Chembur,Dadar,9.29,0.75,21:33,Clear,Sunday,,26,urban
18-03-2022,Powai,Chembur,7.77,0.82,22:05,Clear,Friday,Holi,38,urban
28-09-2022,Thane,Chembur,25.17,0.64,19:42,Rain,Wednesday,,56.3,freeway
03-04-2022,Dombivli,Powai,23.07,0.91,16:42,Heavy Rain,Sunday,Ramadan Evenings,78,urban
02-05-2022,Bandra,Panvel,41.95,0.37,16:40,Clear,Monday,Eid,46.6,freeway
24-10-2022,Malad,Thane,17.05,0.98,18:37,Clear,Monday,Diwali,243.9,congested
24-10-2022,Kalyan,Crawford Market,51.29,0.93,23:12,Cloudy,Monday,Diwali,351.3,urban
08-09-2024,Sion,Thane,33.74,0.7,02:50,Heavy Rain,Sunday,,72.8,freeway
29-06-2024,Chembur,Matunga,9.07,0.93,19:46,Clear,Saturday,,46.3,urban
22-02-2022,Ghatkopar,Mohammad Ali Road,20.63,1,08:46,Clear,Tuesday,,374.7,congested
16-03-2022,Airoli,Juhu,27.43,0.35,13:19,Clear,Wednesday,,28.9,freeway
14-06-2023,Western Express Highway,Bandra,2.49,1,21:29,Rain,Wednesday,,13.5,urban
24-12-2024,Vashi,Marine Lines,35.41,0.68,19:13,Cloudy,Tuesday,,82.9,freeway
16-11-2023,Dadar,Thane,39.52,0.78,10:56,Clear,Thursday,,143.9,urban
22-07-2024,Worli,Mulund,35.6,0.58,18:14,Rain,Monday,,66.7,freeway
28-05-2022,Vashi,Borivali,34.39,0.96,22:04,Clear,Saturday,,268.7,congested
17-11-2023,Marine Lines,Dadar,12.91,0.97,17:38,Clear,Friday,,135.9,congested
08-10-2023,Kurla,Marine Lines,23,0.97,20:15,Rain,Sunday,,242.2,congested
08-10-2022,CST,Eastern Freeway Start,22.12,0.8,21:22,Clear,Saturday,,71.8,urban
24-11-2022,Western Express Highway,Bandra Kurla Complex,2.78,0.8,23:01,Clear,Thursday,,9.2,urban
